Date,PM10 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2018-04-18 00:00:56,13.23,0.04,1.35,99.7
2018-04-18 01:00:56,17.33,0.72,2.09,92.83
2018-04-18 02:00:56,23.43,0.79,2.1,93.08
2018-04-18 03:00:56,16.09,1.85,3.13,83.29
2018-04-18 04:00:56,18.7,2.31,3.58,83.15
2018-04-18 05:00:56,28.24,0.86,2.29,88.05
2018-04-18 06:00:56,21.77,0.92,2.43,89.22
2018-04-18 07:00:56,12.63,1.66,2.98,82.95
2018-04-18 08:00:56,20.81,2.22,3.77,76.85
2018-04-18 09:00:56,27.68,2.31,3.86,84.39
2018-04-18 10:00:56,22.29,1.76,3.39,89.98
2018-04-18 11:00:56,27.85,1.63,2.99,96.13
2018-04-18 12:00:56,19.29,1.33,2.81,103.74
2018-04-18 13:00:56,10.22,0.88,2.23,101.33
2018-04-18 14:00:56,6.38,0.69,2.09,98.08
2018-04-18 15:00:56,9.77,0.67,2.09,101.97
2018-04-18 16:00:56,0.0,0.0,0.0,101.66
2018-04-18 17:00:56,0.0,0.1,1.28,102.5
2018-04-18 18:00:56,0.0,0.0,0.0,0.0
2018-04-18 19:00:56,0.0,2.19,3.65,103.7
2018-04-18 20:00:56,10.59,3.41,4.81,99.26
2018-04-18 21:00:56,8.66,3.36,4.62,99.31
2018-04-18 22:00:56,14.45,4.33,5.79,107.31
2018-04-18 23:00:56,24.0,3.1,4.28,108.08
2018-04-19 00:00:56,12.98,2.63,4.01,108.48
2018-04-19 01:00:56,6.74,0.0,0.0,105.36
2018-04-19 02:00:56,23.02,0.0,0.0,105.9
2018-04-19 03:00:56,22.7,0.0,0.0,103.14
2018-04-19 04:00:56,18.17,0.0,0.0,107.73
2018-04-19 05:00:56,20.65,0.0,0.0,106.16
2018-04-19 06:00:56,20.13,0.0,0.0,116.75
2018-04-19 07:00:56,16.91,0.0,0.0,103.96
2018-04-19 08:00:56,9.69,0.0,0.0,100.13
2018-04-19 09:00:56,17.36,0.0,0.0,94.42
2018-04-19 10:00:56,21.08,0.0,0.0,97.87
2018-04-19 11:00:56,22.46,0.0,0.0,115.15
2018-04-19 12:00:56,13.65,0.0,0.0,128.43
2018-04-19 13:00:56,25.98,1.27,2.53,129.85
2018-04-19 14:00:56,25.96,0.0,0.0,132.72
2018-04-19 15:00:56,36.95,0.05,1.22,130.57
2018-04-19 16:00:56,34.07,0.0,0.0,125.57
2018-04-19 17:00:56,33.82,0.0,0.0,134.06
2018-04-19 18:00:56,21.03,0.0,0.0,135.18
2018-04-19 19:00:56,25.34,0.0,0.0,129.63
2018-04-19 20:00:56,35.61,0.0,0.0,122.34
2018-04-19 21:00:56,18.81,0.0,0.0,116.2
2018-04-19 22:00:56,30.61,0.0,0.0,114.33
2018-04-19 23:00:56,21.69,0.0,0.0,114.84
2018-04-20 00:00:56,14.79,0.0,0.0,116.05
2018-04-20 01:00:56,8.14,0.0,0.0,112.47
2018-04-20 02:00:56,16.48,0.0,0.0,112.78
2018-04-20 03:00:56,16.61,0.0,0.0,110.3
2018-04-20 04:00:56,26.27,0.0,0.0,110.38
2018-04-20 05:00:56,25.04,0.0,0.0,107.03
2018-04-20 06:00:56,24.42,0.0,0.0,95.37
2018-04-20 07:00:56,15.8,0.0,0.0,101.87
2018-04-20 08:00:56,24.31,0.0,0.0,93.04
2018-04-20 09:00:56,16.31,0.0,0.0,82.95
2018-04-20 10:00:56,18.53,0.0,0.0,91.15
2018-04-20 11:00:56,15.68,0.06,1.27,100.25
2018-04-20 12:00:56,21.56,2.77,4.26,103.69
2018-04-20 13:00:56,23.17,2.83,4.38,106.22
2018-04-20 14:00:56,20.97,2.97,4.33,109.01
2018-04-20 15:00:56,16.36,2.57,3.97,110.83
2018-04-20 16:00:56,17.42,2.36,3.71,108.12
2018-04-20 17:00:56,12.23,2.55,3.9,105.95
2018-04-20 18:00:56,15.36,2.65,3.97,102.73
2018-04-20 19:00:56,22.3,3.03,4.34,97.97
2018-04-20 20:00:56,22.99,2.64,4.02,93.34
2018-04-20 21:00:56,12.25,2.48,3.84,93.07
2018-04-20 22:00:56,33.29,2.64,4.0,95.17
2018-04-20 23:00:56,18.09,2.39,3.77,93.43
2018-04-21 00:00:56,9.72,1.74,3.21,93.85
2018-04-21 01:00:56,5.98,0.0,0.0,93.41
2018-04-21 02:00:56,6.67,0.0,0.0,93.25
2018-04-21 03:00:56,4.84,0.0,0.0,93.02
2018-04-21 04:00:56,12.75,0.0,0.0,90.32
2018-04-21 05:00:56,14.14,0.0,0.0,87.85
2018-04-21 06:00:56,7.99,0.0,0.0,88.21
2018-04-21 07:00:56,20.83,0.0,0.0,88.5
2018-04-21 08:00:56,17.96,0.0,0.0,92.62
2018-04-21 09:00:56,12.22,0.0,0.0,94.82
2018-04-21 10:00:56,19.83,0.0,0.0,94.61
2018-04-21 11:00:56,13.15,0.55,1.84,92.17
2018-04-21 12:00:56,27.45,0.51,1.95,95.07
2018-04-21 13:00:56,14.3,0.0,0.0,103.25
2018-04-21 14:00:56,11.94,0.0,0.0,106.34
2018-04-21 15:00:56,20.91,0.0,0.0,109.33
2018-04-21 16:00:56,18.6,0.0,0.0,110.7
2018-04-21 17:00:56,11.68,0.0,0.0,111.7
2018-04-21 18:00:56,24.93,0.0,0.0,110.6
2018-04-21 19:00:56,20.11,0.0,0.0,107.01
2018-04-21 20:00:56,15.22,0.09,1.34,100.54
2018-04-21 21:00:56,12.97,0.0,0.0,100.24
2018-04-21 22:00:56,26.12,0.0,0.0,95.35
2018-04-21 23:00:56,24.58,0.0,0.0,87.53
2018-04-22 00:00:56,14.86,0.0,0.0,62.96
2018-04-22 01:00:56,15.74,0.0,0.0,47.99
2018-04-22 02:00:56,11.14,0.0,0.0,39.73
2018-04-22 03:00:56,12.51,0.0,0.0,61.69
2018-04-22 04:00:56,14.31,0.0,0.0,68.61
2018-04-22 05:00:56,9.34,0.0,0.0,57.24
2018-04-22 06:00:56,6.16,0.0,0.0,78.73
2018-04-22 07:00:56,4.6,0.0,0.0,91.52
2018-04-22 08:00:56,8.0,0.0,0.0,39.03
2018-04-22 09:00:56,11.28,0.0,0.0,93.18
2018-04-22 10:00:56,6.43,0.0,0.0,115.95
2018-04-22 11:00:56,17.67,0.0,0.0,119.51
2018-04-22 12:00:56,19.43,0.0,0.0,119.23
2018-04-22 13:00:56,16.97,0.0,0.0,110.92
2018-04-22 14:00:56,9.77,0.0,0.0,116.05
2018-04-22 15:00:56,5.9,0.0,0.0,115.76
2018-04-22 16:00:56,36.0,0.0,0.0,121.18
2018-04-22 17:00:56,20.18,0.0,0.0,124.78
2018-04-22 18:00:56,10.65,0.0,0.0,123.64
2018-04-22 19:00:56,18.27,0.0,0.0,122.48
2018-04-22 20:00:56,15.58,0.17,1.0,109.26
2018-04-22 21:00:56,26.16,0.0,0.0,108.77
2018-04-22 22:00:56,20.89,0.0,0.0,106.78
2018-04-22 23:00:56,26.3,0.0,0.0,118.89
2018-04-23 00:00:56,24.25,0.0,1.08,117.88
2018-04-23 01:00:56,17.99,0.0,0.0,114.52
2018-04-23 02:00:56,23.54,0.0,0.0,119.38
2018-04-23 03:00:56,20.44,0.0,0.0,118.92
2018-04-23 04:00:56,16.39,0.0,0.0,121.86
2018-04-23 05:00:56,9.63,0.0,0.0,121.04
2018-04-23 06:00:56,16.29,0.0,0.0,120.22
2018-04-23 07:00:56,13.94,0.0,0.0,114.77
2018-04-23 08:00:56,21.51,0.0,0.0,116.62
2018-04-23 09:00:56,19.4,3.39,5.2,74.89
2018-04-23 10:00:56,18.88,0.12,1.37,84.04
2018-04-23 11:00:56,29.1,0.0,0.0,119.93
2018-04-23 12:00:56,16.22,0.0,0.0,115.76
2018-04-23 13:00:56,11.29,0.0,0.0,120.14
2018-04-23 14:00:56,11.96,0.0,0.0,145.41
2018-04-23 15:00:56,17.03,0.0,0.0,140.27
2018-04-23 16:00:56,30.6,0.0,0.0,135.59
2018-04-23 17:00:56,17.5,0.0,0.0,133.72
2018-04-23 18:00:56,24.17,0.0,0.0,130.07
2018-04-23 19:00:56,29.39,0.66,1.63,123.33
2018-04-23 20:00:56,24.65,9.9,11.51,114.36
2018-04-23 21:00:56,15.41,7.82,9.07,108.12
2018-04-23 22:00:56,32.4,7.08,8.39,90.38
2018-04-23 23:00:56,28.54,5.81,7.19,61.93
2018-04-24 00:00:56,22.11,4.23,5.71,63.69
2018-04-24 01:00:56,31.96,4.15,5.5,80.83
2018-04-24 02:00:56,18.31,3.5,5.05,110.55
2018-04-24 03:00:56,21.91,4.07,5.53,136.02
2018-04-24 04:00:56,24.75,3.99,5.59,113.42
2018-04-24 05:00:56,19.65,3.39,4.84,78.45
2018-04-24 06:00:56,23.61,3.05,4.56,78.91
2018-04-24 07:00:56,18.29,3.46,4.82,60.01
2018-04-24 08:00:56,39.34,4.05,5.38,70.81
2018-04-24 09:00:56,33.13,5.49,6.98,92.57
2018-04-24 10:00:56,18.76,4.8,6.4,107.63
2018-04-24 11:00:56,23.97,4.17,5.55,118.52
2018-04-24 12:00:56,17.48,4.18,5.66,133.54
2018-04-24 13:00:56,18.54,3.89,5.34,126.22
2018-04-24 14:00:56,28.0,3.9,5.41,121.96
2018-04-24 15:00:56,17.64,5.48,7.67,123.48
2018-04-24 16:00:56,20.3,2.56,4.07,125.87
2018-04-24 17:00:56,24.49,3.0,4.42,126.24
2018-04-24 18:00:56,13.69,3.82,5.03,123.86
2018-04-24 19:00:56,21.61,3.84,5.45,122.32
2018-04-24 20:00:56,19.68,5.11,6.39,118.54
2018-04-24 21:00:56,29.22,5.19,6.67,111.49
2018-04-24 22:00:56,16.69,5.09,6.48,99.02
2018-04-24 23:00:56,36.74,5.07,6.48,92.21
2018-04-25 00:00:56,25.54,5.59,6.98,84.94
2018-04-25 01:00:56,19.92,4.74,6.2,58.99
2018-04-25 02:00:56,17.9,3.5,4.87,54.27
2018-04-25 03:00:56,22.69,2.86,4.31,48.83
2018-04-25 04:00:56,11.95,2.25,3.53,53.65
2018-04-25 05:00:56,8.33,2.27,3.75,48.34
2018-04-25 06:00:56,10.41,1.69,3.06,58.72
2018-04-25 07:00:56,6.8,2.23,3.66,47.75
2018-04-25 08:00:56,7.39,3.81,5.45,46.49
2018-04-25 09:00:56,8.45,6.21,8.63,60.83
2018-04-25 10:00:56,18.45,4.83,6.51,68.6
2018-04-25 11:00:56,13.97,5.01,6.69,78.6
2018-04-25 12:00:56,8.59,3.63,5.23,91.34
2018-04-25 13:00:56,20.9,3.05,4.37,101.17
2018-04-25 14:00:56,16.66,3.24,4.66,105.86
2018-04-25 15:00:56,8.59,2.75,4.21,107.67
2018-04-25 16:00:56,6.98,3.1,4.52,109.14
2018-04-25 17:00:56,14.46,4.0,5.31,106.89
2018-04-25 18:00:56,20.72,4.6,6.05,105.41
2018-04-25 19:00:56,17.52,4.85,6.26,100.63
2018-04-25 20:00:56,19.71,5.98,7.36,94.59
2018-04-25 21:00:56,12.34,5.32,6.71,96.63
2018-04-25 22:00:56,20.32,4.44,5.93,89.79
2018-04-25 23:00:56,28.26,5.05,6.48,64.87
2018-04-26 00:00:56,17.98,5.11,6.48,63.31
2018-04-26 01:00:56,22.83,4.46,6.15,65.74
2018-04-26 02:00:56,14.79,3.87,5.18,56.07
2018-04-26 03:00:56,19.33,3.25,4.68,71.71
2018-04-26 04:00:56,23.03,2.93,4.37,79.69
2018-04-26 05:00:56,12.97,2.5,4.0,84.54
2018-04-26 06:00:56,7.58,2.2,3.81,71.37
2018-04-26 07:00:56,13.69,2.7,4.29,73.49
2018-04-26 08:00:56,17.29,5.34,7.37,55.67
2018-04-26 09:00:56,29.51,4.94,6.72,66.32
2018-04-26 10:00:56,16.34,4.94,6.67,85.08
2018-04-26 11:00:56,21.37,3.69,5.28,92.64
2018-04-26 12:00:56,12.97,3.49,4.95,94.05
2018-04-26 13:00:56,6.8,4.03,5.56,101.47
2018-04-26 14:00:56,23.66,6.31,7.97,111.67
2018-04-26 15:00:56,15.49,5.07,6.64,0.0
2018-04-26 16:00:56,32.33,5.73,7.37,0.0
2018-04-26 17:00:56,37.7,4.1,5.71,0.0
2018-04-26 18:00:56,19.91,4.17,5.59,79.36
2018-04-26 19:00:56,17.02,3.3,4.8,62.68
2018-04-26 20:00:56,37.23,4.3,5.66,56.86
2018-04-26 21:00:56,21.02,4.82,6.2,51.33
2018-04-26 22:00:56,17.59,4.06,5.4,65.11
2018-04-26 23:00:56,19.19,5.33,6.75,44.88
2018-04-27 00:00:56,24.45,7.29,8.79,36.32
2018-04-27 01:00:56,19.29,6.87,8.3,30.93
2018-04-27 02:00:56,12.28,5.6,6.94,31.81
2018-04-27 03:00:56,17.25,4.23,5.59,32.8
2018-04-27 04:00:56,21.22,4.45,5.86,24.39
2018-04-27 05:00:56,17.08,4.77,6.29,22.37
2018-04-27 06:00:56,24.57,4.67,6.14,24.78
2018-04-27 07:00:56,19.49,5.08,6.42,17.36
2018-04-27 08:00:56,16.86,4.46,5.98,7.64
2018-04-27 09:00:56,23.82,4.12,5.73,24.97
2018-04-27 10:00:56,25.26,4.91,6.57,34.32
2018-04-27 11:00:56,14.33,3.53,4.92,45.89
2018-04-27 12:00:56,8.45,2.89,4.34,52.49
2018-04-27 13:00:56,11.02,2.69,4.09,62.34
2018-04-27 14:00:56,8.0,2.82,4.39,117.34
2018-04-27 15:00:56,11.37,2.52,3.88,117.44
2018-04-27 16:00:56,21.89,2.69,3.94,118.64
2018-04-27 17:00:56,19.97,2.92,4.25,136.59
2018-04-27 18:00:56,18.32,3.4,4.79,138.96
2018-04-27 19:00:56,12.18,6.11,7.49,142.74
2018-04-27 20:00:56,18.75,7.26,8.75,148.34
2018-04-27 21:00:56,32.13,5.0,6.42,135.28
2018-04-27 22:00:56,22.13,3.09,4.43,123.32
2018-04-27 23:00:56,30.77,1.69,3.07,116.14
2018-04-28 00:00:56,27.34,1.86,3.11,113.72
2018-04-28 01:00:56,26.01,1.97,3.35,113.46
2018-04-28 02:00:56,25.62,1.85,3.16,105.33
2018-04-28 03:00:56,16.35,2.22,3.71,95.25
2018-04-28 04:00:56,9.13,2.27,3.48,99.45
2018-04-28 05:00:56,21.61,2.33,3.66,77.14
2018-04-28 06:00:56,11.72,2.05,3.3,76.41
2018-04-28 07:00:56,9.88,1.9,3.35,75.68
2018-04-28 08:00:56,24.73,1.98,3.47,100.36
2018-04-28 09:00:56,16.65,5.09,7.26,102.89
2018-04-28 10:00:56,10.25,6.5,8.99,117.8
2018-04-28 11:00:56,16.15,7.57,10.19,119.93
2018-04-28 12:00:56,10.08,6.35,8.44,114.84
2018-04-28 13:00:56,21.14,7.67,10.21,116.24
2018-04-28 14:00:56,12.53,4.06,5.5,118.12
2018-04-28 15:00:56,21.26,4.58,6.13,109.12
2018-04-28 16:00:56,26.51,5.39,6.77,107.47
2018-04-28 17:00:56,17.55,4.99,6.67,103.89
2018-04-28 18:00:56,16.37,3.52,5.08,104.83
2018-04-28 19:00:56,15.91,3.39,4.87,103.62
2018-04-28 20:00:56,25.99,3.76,5.31,92.98
2018-04-28 21:00:56,15.26,5.25,6.56,80.4
2018-04-28 22:00:56,20.27,5.1,6.43,80.5
2018-04-28 23:00:56,26.07,4.38,5.71,65.72
2018-04-29 00:00:56,20.8,4.3,5.53,52.97
2018-04-29 01:00:56,10.79,4.93,6.36,48.45
2018-04-29 02:00:56,24.66,4.73,6.17,46.85
2018-04-29 03:00:56,20.26,4.13,5.44,48.49
2018-04-29 04:00:56,10.7,3.34,4.86,49.23
2018-04-29 05:00:56,12.57,2.57,4.04,53.48
2018-04-29 06:00:56,7.93,2.48,3.83,62.3
2018-04-29 07:00:56,6.6,2.6,4.01,58.28
2018-04-29 08:00:56,12.08,2.84,4.18,61.15
2018-04-29 09:00:56,22.47,3.02,4.56,82.47
2018-04-29 10:00:56,12.17,2.91,4.46,88.37
2018-04-29 11:00:56,8.59,2.83,4.27,111.32
2018-04-29 12:00:56,6.18,2.74,4.16,122.0
2018-04-29 13:00:56,4.61,3.01,4.34,122.4
2018-04-29 14:00:56,2.77,2.93,4.38,121.42
2018-04-29 15:00:56,10.42,3.35,4.84,123.73
2018-04-29 16:00:56,14.39,3.51,4.87,124.13
2018-04-29 17:00:56,14.49,3.33,4.76,112.59
2018-04-29 18:00:56,13.77,4.83,6.33,107.8
2018-04-29 19:00:56,29.02,3.93,5.52,113.08
2018-04-29 20:00:56,20.99,3.74,5.0,109.6
2018-04-29 21:00:56,24.39,3.38,4.7,109.6
2018-04-29 22:00:56,23.15,3.27,4.57,109.21
2018-04-29 23:00:56,13.85,3.24,4.85,107.53
2018-04-30 00:00:56,16.97,3.1,4.42,103.92
2018-04-30 01:00:56,15.9,3.29,4.67,93.26
2018-04-30 02:00:56,15.08,3.36,4.84,81.75
2018-04-30 03:00:56,13.55,3.22,4.61,84.75
2018-04-30 04:00:56,8.25,2.96,4.35,83.24
2018-04-30 05:00:56,11.66,2.76,4.19,85.04
2018-04-30 06:00:56,13.15,2.68,4.02,75.9
2018-04-30 07:00:56,12.64,2.51,3.82,67.58
2018-04-30 08:00:56,14.01,3.45,5.06,63.24
2018-04-30 09:00:56,16.94,3.21,4.69,76.4
2018-04-30 10:00:56,17.75,3.22,4.72,83.64
2018-04-30 11:00:56,14.88,2.84,4.31,93.07
2018-04-30 12:00:56,8.54,2.96,4.33,96.89
2018-04-30 13:00:56,8.11,3.74,5.25,106.63
2018-04-30 14:00:56,18.01,4.22,5.57,114.52
2018-04-30 15:00:56,20.9,3.36,4.64,117.54
2018-04-30 16:00:56,14.19,2.85,4.45,118.48
2018-04-30 17:00:56,14.52,2.49,3.94,115.45
2018-04-30 18:00:56,24.12,2.75,4.08,114.7
2018-04-30 19:00:56,22.62,2.85,4.13,115.38
2018-04-30 20:00:56,15.48,3.01,4.47,111.94
2018-04-30 21:00:56,19.4,3.0,4.37,112.36
2018-04-30 22:00:56,26.82,2.5,3.88,111.88
2018-04-30 23:00:56,16.81,2.35,3.71,109.31
2018-05-01 00:00:56,11.5,2.39,3.96,106.66
2018-05-01 01:00:56,25.25,2.79,4.17,96.74
2018-05-01 02:00:56,14.4,2.76,4.15,93.68
2018-05-01 03:00:56,16.73,2.72,4.14,92.81
2018-05-01 04:00:56,18.84,2.65,4.03,93.05
2018-05-01 05:00:56,19.14,2.88,4.17,89.15
2018-05-01 06:00:56,22.39,2.91,4.22,78.35
2018-05-01 07:00:56,20.01,2.98,4.23,70.39
2018-05-01 08:00:56,25.03,3.08,4.46,70.57
2018-05-01 09:00:56,17.45,3.71,5.08,69.03
2018-05-01 10:00:56,16.63,4.03,5.44,80.11
2018-05-01 11:00:56,19.21,4.65,6.28,90.32
2018-05-01 12:00:56,20.64,3.94,5.33,103.16
2018-05-01 13:00:56,22.17,3.21,4.65,108.27
2018-05-01 14:00:56,14.94,2.92,4.15,108.74
2018-05-01 15:00:56,8.6,2.68,4.06,108.18
2018-05-01 16:00:56,17.18,2.75,4.05,105.53
2018-05-01 17:00:56,17.03,2.6,4.21,105.04
2018-05-01 18:00:56,17.53,2.85,4.26,102.83
2018-05-01 19:00:56,10.98,2.64,4.08,102.75
2018-05-01 20:00:56,27.8,2.32,3.71,102.49
2018-05-01 21:00:56,14.64,2.46,3.82,99.22
2018-05-01 22:00:56,10.83,1.85,3.23,99.72
2018-05-01 23:00:56,23.15,1.77,3.08,95.58
2018-05-02 00:00:56,13.49,1.82,3.25,91.28
2018-05-02 01:00:56,24.38,1.68,3.19,91.98
2018-05-02 02:00:56,13.45,1.64,3.0,82.02
2018-05-02 03:00:56,29.95,1.86,3.16,74.85
2018-05-02 04:00:56,16.59,2.11,3.48,66.53
2018-05-02 05:00:56,20.29,2.12,3.56,64.51
2018-05-02 06:00:56,11.9,1.7,3.2,58.63
2018-05-02 07:00:56,16.79,1.59,3.19,52.73
2018-05-02 08:00:56,8.91,1.7,3.03,66.53
2018-05-02 09:00:56,6.12,1.64,3.24,72.21
2018-05-02 10:00:56,6.38,1.93,3.4,72.78
2018-05-02 11:00:56,6.15,2.1,3.52,67.91
2018-05-02 12:00:56,10.33,2.87,4.26,74.44
2018-05-02 13:00:56,9.94,3.95,5.31,86.18
2018-05-02 14:00:56,10.14,2.65,4.03,88.39
2018-05-02 15:00:56,12.2,3.35,4.73,89.17
2018-05-02 16:00:56,21.72,2.24,3.72,89.79
2018-05-02 17:00:56,11.57,2.27,4.0,90.36
2018-05-02 18:00:56,8.21,2.12,3.58,91.64
2018-05-02 19:00:56,18.73,2.35,3.79,83.6
2018-05-02 20:00:56,22.83,3.34,4.69,77.17
2018-05-02 21:00:56,12.06,3.88,5.23,73.7
2018-05-02 22:00:56,17.53,3.52,4.95,69.65
2018-05-02 23:00:56,16.44,3.34,4.87,69.9
2018-05-03 00:00:56,19.07,2.92,4.42,72.29
2018-05-03 01:00:56,10.89,2.22,3.76,77.98
2018-05-03 02:00:56,6.52,2.22,3.64,80.07
2018-05-03 03:00:56,4.55,1.93,3.21,83.2
2018-05-03 04:00:56,9.74,1.96,3.29,80.27
2018-05-03 05:00:56,6.33,2.13,3.49,65.05
2018-05-03 06:00:56,4.15,2.11,3.22,63.86
2018-05-03 07:00:56,3.14,2.04,3.38,59.9
2018-05-03 08:00:56,2.46,2.22,3.69,56.21
2018-05-03 09:00:56,2.17,2.45,3.98,64.67
2018-05-03 10:00:56,2.25,2.44,4.06,63.97
2018-05-03 11:00:56,2.81,2.81,4.24,68.79
2018-05-03 12:00:56,1.98,2.85,4.55,66.11
2018-05-03 13:00:56,7.26,2.93,4.72,61.56
2018-05-03 14:00:56,16.15,2.86,4.39,73.68
2018-05-03 15:00:56,8.79,3.14,4.64,80.51
2018-05-03 16:00:56,5.56,3.72,5.3,85.22
2018-05-03 17:00:56,7.97,4.97,6.79,83.73
2018-05-03 18:00:56,10.99,4.82,6.51,84.9
2018-05-03 19:00:56,45.42,3.77,5.2,81.96
2018-05-03 20:00:56,30.5,4.48,6.02,74.79
2018-05-03 21:00:56,23.54,3.64,5.15,75.75
2018-05-03 22:00:56,20.38,3.85,5.24,70.41
2018-05-03 23:00:56,24.88,4.21,5.65,58.95
2018-05-04 00:00:56,18.5,4.47,5.65,54.37
2018-05-04 01:00:56,17.65,4.09,5.6,47.58
2018-05-04 02:00:56,12.48,2.97,4.37,63.85
2018-05-04 03:00:56,6.49,2.47,3.74,74.61
2018-05-04 04:00:56,5.45,2.45,3.78,67.36
2018-05-04 05:00:56,10.73,2.28,3.73,67.46
2018-05-04 06:00:56,6.19,2.55,3.96,64.7
2018-05-04 07:00:56,10.02,3.04,4.4,57.98
2018-05-04 08:00:56,19.6,3.13,4.78,57.78
2018-05-04 09:00:56,11.26,3.32,4.94,56.64
2018-05-04 10:00:56,18.24,3.75,5.43,56.71
2018-05-04 11:00:56,21.4,5.27,7.41,63.15
2018-05-04 12:00:56,19.24,3.07,4.63,72.6
2018-05-04 13:00:56,16.22,2.95,4.62,74.19
2018-05-04 14:00:56,9.28,3.83,5.71,75.17
2018-05-04 15:00:56,16.69,3.37,4.95,85.34
2018-05-04 16:00:56,20.06,2.96,4.42,87.39
2018-05-04 17:00:56,18.92,2.81,4.33,92.18
2018-05-04 18:00:56,22.96,3.55,5.12,89.39
2018-05-04 19:00:56,17.28,4.92,6.8,79.26
2018-05-04 20:00:56,18.33,3.42,4.72,83.39
2018-05-04 21:00:56,18.61,3.27,4.62,79.41
2018-05-04 22:00:56,10.71,3.44,4.87,76.85
2018-05-04 23:00:56,14.18,3.19,4.54,74.44
2018-05-05 00:00:56,8.81,2.49,3.95,78.91
2018-05-05 01:00:56,10.07,3.22,4.6,63.69
2018-05-05 02:00:56,8.51,3.3,4.71,53.48
2018-05-05 03:00:56,5.68,2.71,4.11,55.76
2018-05-05 04:00:56,4.29,2.34,3.77,57.62
2018-05-05 05:00:56,3.87,2.6,3.9,67.31
2018-05-05 06:00:56,2.31,2.19,3.63,70.96
2018-05-05 07:00:56,1.85,2.35,3.83,71.19
2018-05-05 08:00:56,13.18,2.43,3.88,72.18
2018-05-05 09:00:56,7.93,4.88,6.73,65.44
2018-05-05 10:00:56,5.72,3.88,5.45,54.28
2018-05-05 11:00:56,8.05,2.79,4.58,44.94
2018-05-05 12:00:56,5.78,2.67,4.3,62.81
2018-05-05 13:00:56,14.81,3.88,5.6,74.43
2018-05-05 14:00:56,8.18,6.35,10.13,77.16
2018-05-05 15:00:56,46.72,8.55,14.82,72.99
2018-05-05 16:00:56,36.25,5.01,7.69,68.9
2018-05-05 17:00:56,26.61,5.71,9.7,68.06
2018-05-05 18:00:56,30.52,0.0,0.0,71.83
2018-05-05 19:00:56,48.19,5.84,8.45,81.88
2018-05-05 20:00:56,59.32,3.66,5.49,76.38
2018-05-05 21:00:56,32.33,3.22,4.55,65.44
2018-05-05 22:00:56,17.77,3.66,5.11,58.71
2018-05-05 23:00:56,9.44,3.4,4.79,68.8
2018-05-06 00:00:56,6.29,2.07,3.38,82.61
2018-05-06 01:00:56,15.9,1.74,3.04,81.12
2018-05-06 02:00:56,9.45,2.01,3.46,72.86
2018-05-06 03:00:56,5.89,2.42,3.67,43.94
2018-05-06 04:00:56,4.68,2.18,3.5,50.78
2018-05-06 05:00:56,2.77,1.93,3.42,50.74
2018-05-06 06:00:56,2.71,2.05,3.6,44.17
2018-05-06 07:00:56,1.91,2.0,3.45,47.78
2018-05-06 08:00:56,2.69,1.85,3.1,60.58
2018-05-06 09:00:56,2.64,1.76,3.18,66.11
2018-05-06 10:00:56,6.08,1.87,3.23,62.51
2018-05-06 11:00:56,4.02,2.05,3.61,57.68
2018-05-06 12:00:56,3.32,1.81,3.36,62.78
2018-05-06 13:00:56,3.02,2.05,3.61,65.75
2018-05-06 14:00:56,2.64,3.91,6.04,68.09
2018-05-06 15:00:56,3.48,1.82,3.17,73.35
2018-05-06 16:00:56,1.95,3.91,6.1,70.02
2018-05-06 17:00:56,1.46,2.35,3.72,70.17
2018-05-06 18:00:56,1.58,1.83,3.15,75.53
2018-05-06 19:00:56,4.14,3.8,5.65,68.57
2018-05-06 20:00:56,11.7,2.13,3.42,58.73
2018-05-06 21:00:56,6.73,3.06,4.41,53.07
2018-05-06 22:00:56,3.88,3.44,4.67,46.92
2018-05-06 23:00:56,13.97,2.18,3.42,0.0
2018-05-07 00:00:56,8.16,2.26,3.58,54.25
2018-05-07 01:00:56,5.28,2.2,3.68,60.76
2018-05-07 02:00:56,3.13,2.34,3.69,46.05
2018-05-07 03:00:56,6.32,2.0,3.15,0.0
2018-05-07 04:00:56,5.33,2.39,3.8,0.0
2018-05-07 05:00:56,3.02,2.2,3.6,0.0
2018-05-07 06:00:56,22.22,2.21,3.73,0.0
2018-05-07 07:00:56,13.4,2.41,3.95,0.0
2018-05-07 08:00:56,17.42,1.98,3.57,0.0
2018-05-07 09:00:56,9.66,3.22,4.95,0.0
2018-05-07 10:00:56,6.19,2.95,4.93,42.91
2018-05-07 11:00:56,4.7,2.91,4.56,53.51
2018-05-07 12:00:56,12.08,3.15,4.6,77.42
2018-05-07 13:00:56,7.87,3.13,4.66,85.72
2018-05-07 14:00:56,8.32,2.91,4.37,90.15
2018-05-07 15:00:56,5.3,2.53,3.93,85.66
2018-05-07 16:00:56,11.53,2.58,4.12,95.17
2018-05-07 17:00:56,6.92,2.91,4.18,93.93
2018-05-07 18:00:56,6.18,2.87,4.28,86.95
2018-05-07 19:00:56,3.73,3.01,4.38,87.45
2018-05-07 20:00:56,14.96,8.36,13.75,73.65
2018-05-07 21:00:56,17.78,11.56,15.5,64.27
2018-05-07 22:00:56,13.49,4.72,6.18,64.88
2018-05-07 23:00:56,7.76,3.41,4.79,51.27
