Tarih,PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2019-03-21 11:00:56,"27,97","8,93","1,87","16,56","23,12","86,32"
2019-03-21 12:00:56,"27,03","7,00","1,56","10,77","13,73","94,89"
2019-03-21 13:00:56,"27,80","6,96","0,94","11,96","15,50","102,10"
2019-03-21 14:00:56,"22,10","5,96","1,03","13,46","19,43","100,89"
2019-03-21 15:00:56,"25,61","5,04","2,05","12,33","16,18","97,39"
2019-03-21 16:00:56,"43,24","6,15","1,77","13,71","18,09","92,95"
2019-03-21 17:00:56,"50,31","10,26","1,39","15,83","20,38","87,56"
2019-03-21 18:00:56,"58,42","16,85","1,38","19,33","23,33","80,13"
2019-03-21 19:00:56,"41,97","13,15","1,68","28,50","32,01","68,29"
2019-03-21 20:00:56,"41,07","17,11","1,92","29,38","32,30","67,59"
2019-03-21 21:00:56,"43,03","19,96","1,84","27,17","30,69","67,86"
2019-03-21 22:00:56,"44,07","18,92","1,70","21,47","23,42","69,83"
2019-03-21 23:00:56,"46,00","17,11","1,39","25,60","27,55","63,52"
2019-03-22 00:00:56,"46,03","20,11","1,42","40,10","46,30","45,02"
2019-03-22 01:00:56,"46,63","22,80","1,32","42,81","48,73","44,87"
2019-03-22 02:00:56,"36,78","17,76","1,03","30,26","34,07","61,40"
2019-03-22 03:00:56,"30,86","11,92","0,93","15,73","16,72","77,07"
2019-03-22 04:00:56,"26,97","9,96","0,91","27,98","29,40","59,90"
2019-03-22 05:00:56,"25,97","8,96","0,94","17,44","18,60","73,34"
2019-03-22 06:00:56,"24,97","8,00","0,70","19,59","21,11","62,91"
2019-03-22 07:00:56,"23,97","8,04","0,90",-,-,"51,92"
2019-03-22 08:00:56,"23,07","9,04","0,93","43,59","49,82","47,19"
2019-03-22 09:00:56,"24,93","9,89","1,72","39,29","63,34","58,43"
2019-03-22 10:00:56,"23,78","7,15","4,72","67,65","131,94","35,47"
2019-03-22 11:00:56,"45,63","10,89","2,84","31,48","48,43","72,85"
2019-03-22 12:00:56,"34,56","7,84","1,52","15,31","19,60","87,45"
2019-03-22 13:00:56,"22,14","4,04","1,05","16,82","25,53","89,36"
2019-03-22 14:00:56,"25,86","4,96","0,59","9,32","13,28","101,68"
2019-03-22 15:00:56,"22,14","3,96","0,73","9,43","12,83","103,57"
2019-03-22 16:00:56,"26,17","3,04","1,01","9,73","12,42","107,55"
2019-03-22 17:00:56,"30,69","4,00","0,92","11,54","14,98","107,47"
2019-03-22 18:00:56,"22,17","4,26","1,33","17,47","20,81","100,59"
2019-03-22 19:00:56,"26,93","10,93","1,81","26,69","29,68","92,05"
2019-03-22 20:00:56,"25,45","9,26","3,11","42,04","44,46","74,07"
2019-03-22 21:00:56,"38,22","15,96","4,23","61,62","65,39","49,49"
2019-03-22 22:00:56,"44,26","15,35","4,08","75,69","84,56","32,99"
2019-03-22 23:00:56,"50,74","23,84","3,45","73,43","93,07","32,09"
2019-03-23 00:00:56,"44,49","20,15","3,73","79,22","100,78","21,83"
2019-03-23 01:00:56,"58,08","24,12","4,65","92,48","167,58","4,80"
2019-03-23 02:00:56,"59,27","26,47","2,35","49,08","60,91","31,35"
2019-03-23 03:00:56,"40,58","12,89","1,51","29,29","31,49","45,87"
2019-03-23 04:00:56,"29,85","10,07","1,63","38,28","48,72","33,00"
2019-03-23 05:00:56,"26,22","12,15","1,42","47,16","55,83","23,05"
2019-03-23 06:00:56,"31,86","15,81","1,28","54,17","62,85","14,45"
2019-03-23 07:00:56,"28,25","11,19","2,26","66,19","106,96","7,75"
2019-03-23 08:00:56,"35,25","15,96","2,19",-,-,"14,88"
2019-03-23 09:00:56,"42,71","15,24","4,60","67,29","155,36","26,63"
2019-03-23 10:00:56,"62,21","21,36","8,27","76,52","155,54","26,66"
2019-03-23 11:00:56,"67,65","29,43","6,82","63,95","96,12","56,94"
2019-03-23 12:00:56,"58,00","16,24","5,32","78,16","122,50","46,74"
2019-03-23 13:00:56,"63,00","21,88","4,08","62,15","103,90","62,95"
2019-03-23 14:00:56,"62,72","18,92","3,27","55,88","86,29","75,56"
2019-03-23 15:00:56,"55,07","16,93","2,46","45,07","68,46","78,11"
2019-03-23 16:00:56,"56,40","14,81","1,59","14,04","17,82","85,79"
2019-03-23 17:00:56,"39,89","9,89","1,33","16,45","20,32","88,23"
2019-03-23 18:00:56,"37,00","6,96","0,85","18,75","21,94","91,43"
2019-03-23 19:00:56,"36,58","6,08","2,04","23,00","25,43","87,21"
2019-03-23 20:00:56,"26,08","8,16","2,58","29,93","32,92","76,98"
2019-03-23 21:00:56,"28,19","12,08","2,90","33,76","36,61","71,95"
2019-03-23 22:00:56,"33,08","14,00","2,40","30,03","32,04","81,37"
2019-03-23 23:00:56,"34,89","14,00","3,27","49,47","52,01","60,26"
2019-03-24 00:00:56,"32,22","14,19","2,44","71,33","95,65","31,18"
2019-03-24 01:00:56,"38,18","18,85","2,27","61,82","78,03","28,70"
2019-03-24 02:00:56,"43,00","14,92","1,78","48,73","53,67","34,15"
2019-03-24 03:00:56,"42,30","12,80","1,00","27,09","30,49","56,41"
2019-03-24 04:00:56,"24,00","8,00","0,91","26,69","30,03","56,34"
2019-03-24 05:00:56,"23,85","7,96","0,89","46,05","54,54","27,65"
2019-03-24 06:00:56,"20,11","6,96","0,62","36,75","44,59","34,33"
2019-03-24 07:00:56,"22,74","5,92","0,44","23,24","25,01","48,40"
2019-03-24 08:00:56,"16,35","4,16","1,38","42,04","53,72","28,17"
2019-03-24 09:00:56,"27,41","8,72","8,92",-,-,"19,57"
2019-03-24 10:00:56,"65,19","26,56","9,86","65,69","115,65","39,49"
2019-03-24 11:00:56,"42,43","14,66","3,80","26,09","37,30","79,47"
2019-03-24 12:00:56,"27,00","5,96","1,26","10,31","13,42","94,40"
2019-03-24 13:00:56,"26,89","4,92","1,22","10,39","13,37","95,00"
2019-03-24 14:00:56,"23,96","2,96","1,06","10,45","13,65","96,40"
2019-03-24 15:00:56,"23,22","2,08","1,01","9,40","12,68","98,22"
2019-03-24 16:00:56,"29,08","3,96","0,90","8,91","11,74","99,60"
2019-03-24 17:00:56,"30,65","3,00","0,93","9,76","12,72","100,14"
2019-03-24 18:00:56,"22,23","3,00","0,98","11,43","13,96","99,36"
2019-03-24 19:00:56,"27,96","3,12","1,61","16,58","19,10","92,79"
2019-03-24 20:00:56,"27,04","5,96","2,91","23,75","25,52","87,96"
2019-03-24 21:00:56,"28,12","5,33","3,59","44,84","49,00","62,16"
2019-03-24 22:00:56,"31,69","13,19","5,01","70,47","82,79","30,97"
2019-03-24 23:00:56,"49,15","18,08","7,22","103,93","228,04","3,64"
2019-03-25 00:00:56,"52,86","19,71","3,79","68,75","101,02","19,88"
2019-03-25 01:00:56,"49,11","12,15","2,84","68,40","102,63","15,30"
2019-03-25 02:00:56,"51,65","15,89","4,38","76,45","165,17","6,12"
2019-03-25 03:00:56,"41,54","12,85","1,74","44,47","60,65","26,07"
2019-03-25 04:00:56,"28,93","9,00","1,65","45,16","64,93","25,21"
2019-03-25 05:00:56,"27,07","9,08","1,78","44,03","56,73","23,29"
2019-03-25 06:00:56,"28,75","10,96","1,54","46,49","54,45","16,10"
2019-03-25 07:00:56,"21,96","9,92","1,20","31,21","35,35","32,39"
2019-03-25 08:00:56,"21,64","8,16","2,71","55,49","104,55","17,57"
2019-03-25 09:00:56,"39,25","12,16","3,83","57,41","109,57","25,07"
2019-03-25 10:00:56,"46,82","16,23","0,02",-,-,"19,21"
2019-03-25 11:00:56,"68,61","21,81","2,69","63,44","124,48","56,09"
2019-03-25 12:00:56,"57,75","16,85","4,86","49,91","82,60","63,29"
2019-03-25 13:00:56,"50,89","12,96","2,99","48,69","81,29","73,15"
2019-03-25 14:00:56,"47,85","11,92","2,60","50,23","82,36","81,38"
2019-03-25 15:00:56,"44,15","10,04","2,09","53,58","85,74","92,18"
2019-03-25 16:00:56,"48,04","11,00","5,39","65,63","101,64","88,27"
2019-03-25 17:00:56,"49,23","11,33","10,62","69,50","103,43","82,99"
2019-03-25 18:00:56,"55,38","18,96","13,52","113,71","198,48","44,91"
2019-03-25 19:00:56,"64,31","17,96","8,73","47,83","76,27","74,35"
2019-03-25 20:00:56,"47,27","17,08","8,22","50,80","53,88","59,59"
2019-03-25 21:00:56,"54,56","19,37","8,61","71,01","77,88","33,05"
2019-03-25 22:00:56,"69,00","28,28","6,79","74,76","89,99","19,20"
2019-03-25 23:00:56,"69,07","34,66","4,74","73,39","87,96","9,95"
2019-03-26 00:00:56,"70,80","26,11","4,39","71,60","92,80","12,53"
2019-03-26 01:00:56,"64,26","28,45","2,61","46,27","50,98","33,96"
2019-03-26 02:00:56,"44,14","15,24","3,08","64,41","101,22","16,98"
2019-03-26 03:00:56,"47,57","20,72","1,64","45,50","49,58","32,48"
2019-03-26 04:00:56,"35,96","14,08","2,19","65,16","97,65","11,73"
2019-03-26 05:00:56,"35,04","16,08","1,50","56,59","78,33","15,52"
2019-03-26 06:00:56,"35,89","17,74","1,16","47,28","53,69","22,27"
2019-03-26 07:00:56,"33,14","12,12","1,21","53,94","69,67","18,63"
2019-03-26 08:00:56,"37,57","15,12","3,53","70,28","148,24","10,74"
2019-03-26 09:00:56,"54,03","18,53","6,34","82,10","203,70","14,35"
2019-03-26 10:00:56,"82,00","31,41","18,88","94,26","275,82","16,46"
2019-03-26 11:00:56,"103,00","40,88","35,53",-,-,"28,95"
2019-03-26 12:00:56,"53,00","37,10","9,62","48,86","76,84","76,33"
2019-03-26 13:00:56,"53,43","16,04","5,93","57,45","87,98","74,52"
2019-03-26 14:00:56,"64,38","17,00","11,90","65,35","107,82","79,11"
2019-03-26 15:00:56,"49,36","17,56","13,87","113,86","199,26","53,60"
2019-03-26 16:00:56,"84,00","31,68","27,66","134,51","275,12","29,75"
2019-03-26 17:00:56,"58,00","45,47","23,22","55,15","86,30","81,78"
2019-03-26 18:00:56,"57,20","11,83","1,89","21,04","24,11","98,19"
2019-03-26 19:00:56,"36,67","8,00","3,43","24,89","27,05","96,59"
2019-03-26 20:00:56,"28,46","8,25","7,85","38,19","40,60","80,72"
2019-03-26 21:00:56,"41,00","14,65","11,99","56,19","60,10","52,73"
2019-03-26 22:00:56,"49,00","30,33","5,94","32,36","34,66","63,73"
2019-03-26 23:00:56,"48,47","13,96","3,66","27,52","30,27","69,54"
2019-03-27 00:00:56,"34,07","13,08","2,60","32,37","35,37","69,91"
2019-03-27 01:00:56,"35,72","14,92","2,03","24,63","26,76","73,52"
2019-03-27 02:00:56,"27,86","12,83","1,56","28,36","30,05","66,11"
2019-03-27 03:00:56,"24,18","8,92","1,25","51,63","54,42","36,54"
2019-03-27 04:00:56,"29,07","7,13","0,64","64,30","71,80","20,41"
2019-03-27 05:00:56,"31,18","10,21","0,20","63,39","71,03","9,69"
2019-03-27 06:00:56,"35,61","14,84","0,61","52,52","58,75","14,20"
2019-03-27 07:00:56,"24,79","10,88","0,24","43,75","53,90","20,38"
2019-03-27 08:00:56,"20,17","8,39","3,32","83,63","278,20","3,63"
2019-03-27 09:00:56,"52,57","18,04","5,02","90,84","314,39","6,70"
2019-03-27 10:00:56,"66,93","18,76","4,43","63,72","122,86","38,55"
2019-03-27 11:00:56,"40,19","13,00","4,22","50,98","88,44","58,98"
2019-03-27 12:00:56,"44,24","12,83","2,54",-,-,"73,70"
2019-03-27 13:00:56,"26,20","8,83","1,24","12,73","17,71","100,18"
2019-03-27 14:00:56,"30,56","4,96","1,36","14,12","16,56","95,49"
2019-03-27 15:00:56,"20,04","4,04","1,51","15,37","19,59","95,43"
2019-03-27 16:00:56,"21,16","5,04","1,25","16,87","19,47","93,20"
2019-03-27 17:00:56,"25,52","6,08","1,57","17,18","20,64","92,35"
2019-03-27 18:00:56,"38,70","8,16","1,72","20,54","24,02","86,50"
2019-03-27 19:00:56,"31,15","12,00","2,06","26,91","29,60","79,51"
2019-03-27 20:00:56,"35,07","12,20","3,08","34,01","36,62","70,40"
2019-03-27 21:00:56,"37,29","17,00","2,86","35,29","37,77","65,94"
2019-03-27 22:00:56,"44,78","16,96","1,90","26,35","28,35","70,94"
2019-03-27 23:00:56,"38,96","16,04","1,62","25,17","28,98","71,05"
2019-03-28 00:00:56,"37,90","16,96","2,24","46,29","50,60","47,40"
2019-03-28 01:00:56,"34,89","16,04","2,30","59,72","64,83","34,19"
2019-03-28 02:00:56,"32,00","16,78","1,17","41,91","44,03","48,29"
2019-03-28 03:00:56,"31,96","12,22","0,99","40,18","42,33","47,42"
2019-03-28 04:00:56,"30,96","16,88","0,78","34,05","36,75","47,92"
2019-03-28 05:00:56,"30,15","14,24","1,51","38,17","40,68","40,09"
2019-03-28 06:00:56,"33,74","19,84","0,85","33,35","36,16","47,48"
2019-03-28 07:00:56,"27,63","16,43","1,73","73,19","101,16","11,16"
2019-03-28 08:00:56,"44,22","26,92","3,97","82,43","139,69","10,90"
2019-03-28 09:00:56,"49,78","24,67","3,51","59,15","100,26","40,22"
2019-03-28 10:00:56,"43,44","16,43","2,45","21,56","29,60","86,65"
2019-03-28 11:00:56,"29,31","2,88","1,20","28,25","43,68","84,76"
2019-03-28 12:00:56,"36,80",-,"0,41","13,13","18,72","96,25"
2019-03-28 13:00:56,"31,96",-,"0,44",-,-,"97,90"
2019-03-28 14:00:56,"31,00","2,00","0,21","9,84","13,25","96,77"
2019-03-28 15:00:56,-,-,"0,35","9,15","12,26","97,59"
2019-03-28 16:00:56,"68,00","2,00","0,49","13,48","18,07","89,72"
2019-03-28 17:00:56,"67,24","2,04","0,51","12,28","16,16","89,49"
2019-03-28 18:00:56,"47,96","3,08","0,81","16,83","21,32","84,41"
2019-03-28 19:00:56,"46,58","5,08","1,07","21,99","25,56","80,67"
2019-03-28 20:00:56,"36,00","7,08","1,59","24,46","27,53","79,65"
2019-03-28 21:00:56,"24,00","8,92","1,73","33,11","36,74","68,94"
2019-03-28 22:00:56,"23,75","6,87","1,31","23,99","25,96","72,58"
2019-03-28 23:00:56,"17,00","4,12","1,63","34,97","39,11","61,01"
2019-03-29 00:00:56,"17,14","7,00","1,50","31,64","35,15","66,52"
2019-03-29 01:00:56,"20,82","6,92","1,86","19,23","21,05","78,58"
2019-03-29 02:00:56,"16,04","5,00","1,85","18,50","19,94","77,99"
2019-03-29 03:00:56,"16,96","5,00","1,33","22,08","23,54","69,42"
2019-03-29 04:00:56,"15,89","4,96","1,13","16,94","18,21","74,03"
2019-03-29 05:00:56,"13,04","3,92","0,77","14,95","15,96","73,67"
2019-03-29 06:00:56,"13,93","2,04","0,79","17,71","18,75","70,68"
2019-03-29 07:00:56,"12,24","2,96","1,12","21,42","23,09","65,12"
2019-03-29 08:00:56,"18,11","2,17","1,64","42,44","51,43","46,57"
2019-03-29 09:00:56,"21,35","6,08","2,31","45,50","64,86","53,33"
2019-03-29 10:00:56,"29,84","7,87","2,77","26,18","42,07","80,46"
2019-03-29 11:00:56,"26,24","4,93","1,82","14,50","19,23","95,80"
2019-03-29 12:00:56,"32,28","2,93","1,33","12,65","16,98","102,29"
2019-03-29 13:00:56,"39,43","1,00","0,66","11,61","14,92","102,20"
2019-03-29 14:00:56,"49,34","1,10","0,61",-,-,"103,63"
2019-03-29 15:00:56,"32,12","4,03","0,89","11,82","15,01","95,67"
2019-03-29 16:00:56,"35,52","4,97","1,50","14,24","17,61","92,47"
2019-03-29 17:00:56,"48,67","4,00","1,39","18,22","21,77","86,91"
2019-03-29 18:00:56,"39,96","4,03","1,64","16,59","19,34","88,96"
2019-03-29 19:00:56,"39,00","4,97","1,95","19,89","22,74","87,83"
2019-03-29 20:00:56,"38,67","4,07","3,22","25,81","28,63","84,93"
2019-03-29 21:00:56,"29,96","6,14","3,19","25,74","28,32","84,68"
2019-03-29 22:00:56,"29,04","10,00","2,73","45,63","63,69","63,58"
2019-03-29 23:00:56,"29,71","9,86","1,82","42,14","53,66","65,83"
2019-03-30 00:00:56,"22,35","6,22","2,92","51,24","54,63","55,51"
2019-03-30 01:00:56,"31,45","12,82","2,22","29,45","31,18","75,32"
2019-03-30 02:00:56,"17,11","7,97","3,00","26,78","28,53","76,48"
2019-03-30 03:00:56,"20,00","6,97","3,32","31,47","33,25","66,21"
2019-03-30 04:00:56,"19,93","5,97","1,49","31,01","32,85","65,09"
2019-03-30 05:00:56,"17,96","4,97","1,52","16,22","17,40","80,91"
2019-03-30 06:00:56,"16,88","3,97","3,12","25,72","27,26","69,76"
2019-03-30 07:00:56,"14,24","3,06","2,90","34,29","36,48","58,11"
2019-03-30 08:00:56,"20,32","5,10","3,32","72,34","93,38","28,50"
2019-03-30 09:00:56,"28,20","7,97","4,55","45,60","71,02","56,35"
2019-03-30 10:00:56,"32,72","7,03","4,67","26,37","39,57","78,57"
2019-03-30 11:00:56,"26,04","7,90","3,01","11,72","15,92","99,73"
2019-03-30 12:00:56,"27,31","4,93","3,04","10,31","14,40","103,60"
2019-03-30 13:00:56,"35,15","3,00","1,24","9,24","12,59","104,67"
2019-03-30 14:00:56,"38,70","3,07","1,35","10,78","14,90","102,99"
2019-03-30 15:00:56,"31,07","5,00","1,13",-,-,"103,56"
2019-03-30 16:00:56,"32,82","5,00","1,54","12,86","16,35","103,70"
2019-03-30 17:00:56,"28,22",-,"1,94","13,86","17,75","101,27"
2019-03-30 18:00:56,"33,96","5,13","2,66","15,77","18,47","100,87"
2019-03-30 19:00:56,"33,04","9,03","3,32","20,04","22,62","96,67"
2019-03-30 20:00:56,"33,82","10,10","3,60","25,23","28,25","91,12"
2019-03-30 21:00:56,"28,89","12,87","3,28","24,75","27,43","92,71"
2019-03-30 22:00:56,"26,07","9,03","2,66","19,71","20,95","95,84"
2019-03-30 23:00:56,"27,93","9,93","2,45","24,61","27,18","89,65"
2019-03-31 00:00:56,"25,93","7,97","2,31","31,72","38,65","83,76"
2019-03-31 01:00:56,"24,11","7,07","2,25","21,67","23,25","93,16"
2019-03-31 02:00:56,"26,85","8,93","1,78","14,04","14,99","100,47"
2019-03-31 03:00:56,"23,00","6,97","1,77","12,14","13,31","102,46"
2019-03-31 04:00:56,"23,08","6,00","1,62","9,37","10,35","103,19"
2019-03-31 05:00:56,"25,04","6,06","2,45","17,99","20,69","87,08"
2019-03-31 06:00:56,"26,04","8,00","3,00","12,12","13,14","89,31"
2019-03-31 07:00:56,"26,84","7,94","2,53","11,52","12,46","88,73"
2019-03-31 08:00:56,"23,12","6,17","2,17","16,74","18,38","81,66"
2019-03-31 09:00:56,"25,88","10,86","2,54","12,63","14,69","91,68"
2019-03-31 10:00:56,"23,20","7,00","2,57","9,79","12,08","100,98"
2019-03-31 11:00:56,"27,81","6,96","1,49","7,32","9,46","109,03"
2019-03-31 12:00:56,"23,04","5,96","1,30","7,80","10,38","109,68"
2019-03-31 13:00:56,"24,15","4,97","1,26","8,38","10,88","110,08"
2019-03-31 14:00:56,"27,96","3,97","1,28","8,99","11,53","109,76"
2019-03-31 15:00:56,"27,04","3,20","1,42","10,43","12,21","108,85"
2019-03-31 16:00:56,"28,15","9,00","1,69",-,-,"103,12"
2019-03-31 17:00:56,"32,00","9,00","2,17","14,85","16,60","103,40"
2019-03-31 18:00:56,"32,07","9,17","2,50","15,74","17,20","106,86"
2019-03-31 19:00:56,"33,78","13,97","2,33","15,27","16,31","107,04"
2019-03-31 20:00:56,"28,11","13,03","2,74","20,83","22,13","100,41"
2019-03-31 21:00:56,"31,00","13,89","3,21","22,96","24,31","98,66"
2019-03-31 22:00:56,"31,04","11,00","2,74","22,50","23,96","96,20"
2019-03-31 23:00:56,"31,89","10,93","2,27","25,86","27,32","91,89"
2019-04-01 00:00:56,"28,89","9,00","2,07","26,35","27,77","91,36"
2019-04-01 01:00:56,"26,15","9,04","1,93","21,01","22,34","95,16"
2019-04-01 02:00:56,"29,96","9,96","1,48","17,66","18,84","96,79"
2019-04-01 03:00:56,"28,89","9,00","1,51","14,35","15,32","96,01"
2019-04-01 04:00:56,"25,89","8,96","1,24","14,26","15,21","94,03"
2019-04-01 05:00:56,"23,07","8,00","0,78","12,23","13,20","95,42"
2019-04-01 06:00:56,"25,00","7,96","0,78","13,66","14,69","90,12"
2019-04-01 07:00:56,"25,08","7,18","0,91","36,63","38,82","64,57"
2019-04-01 08:00:56,"27,08","12,00","1,32","57,61","65,00","50,66"
2019-04-01 09:00:56,"28,80","11,89","2,21","43,72","65,81","78,67"
2019-04-01 10:00:56,"24,37","9,15","3,80","59,65","97,72","63,38"
2019-04-01 11:00:56,"33,23","12,96","3,00","50,09","78,92","69,90"
2019-04-01 12:00:56,"39,08","11,90","2,36","43,38","67,11","78,63"
2019-04-01 13:00:56,"40,66","9,04","2,36","51,47","81,47","73,11"
2019-04-01 14:00:56,"32,19","10,00","2,15","51,66","80,54","79,31"
2019-04-01 15:00:56,"37,08","10,03","2,35","59,97","91,93","72,80"
2019-04-01 16:00:56,"38,92","11,00","2,33","46,12","70,52","82,96"
2019-04-01 17:00:56,"37,11","11,10","4,93",-,-,"64,57"
2019-04-01 18:00:56,"39,89","13,93","3,57","48,19","69,45","97,64"
2019-04-01 19:00:56,"36,77","11,89","2,28","27,77","30,12","93,51"
2019-04-01 20:00:56,"31,08","9,18","2,10","44,17","46,14","75,22"
2019-04-01 21:00:56,"33,00","14,00","2,57","52,52","55,41","66,02"
2019-04-01 22:00:56,"33,15","13,93","1,54","49,96","55,48","61,11"
2019-04-01 23:00:56,"37,31","12,28","2,32","80,53","97,70","28,41"
2019-04-02 00:00:56,"44,86","19,94","2,37","85,84","104,35","16,00"
2019-04-02 01:00:56,"41,20","18,14","1,47","57,43","68,90","23,01"
2019-04-02 02:00:56,"45,67","21,90","1,45","59,16","66,07","14,99"
2019-04-02 03:00:56,"38,00","18,90","1,25","52,57","57,43","15,24"
2019-04-02 04:00:56,"37,92","16,03","1,59","56,25","73,06","14,25"
2019-04-02 05:00:56,"35,75","16,90","1,33","64,91","88,15","8,11"
2019-04-02 06:00:56,"30,25","14,14","2,25","67,11","139,73","3,02"
2019-04-02 07:00:56,"35,84","17,93","1,78","54,44","79,69","13,93"
2019-04-02 08:00:56,"32,83","16,25","7,33","71,84","190,86","4,52"
2019-04-02 09:00:56,"52,20","23,00","6,35","69,13","162,95","13,87"
2019-04-02 10:00:56,"58,46","23,53","11,20","97,78","288,19","12,08"
2019-04-02 11:00:56,"94,00","39,05","12,12","75,19","157,71","30,14"
2019-04-02 12:00:56,"117,45","68,53","13,25","88,52","189,19","33,53"
2019-04-02 13:00:56,"103,96","54,76","15,26","92,36","174,34","44,98"
2019-04-02 14:00:56,"64,00","47,23","12,73","39,35","60,78","81,61"
2019-04-02 15:00:56,"63,69","25,86","5,22","10,16","13,11","103,53"
2019-04-02 16:00:56,"55,96","21,90","3,32","10,90","13,46","102,48"
2019-04-02 17:00:56,"55,11","19,18","2,56","14,47","16,57","100,82"
2019-04-02 18:00:56,"57,96","24,04","2,78",-,-,"97,34"
2019-04-02 19:00:56,"57,08","25,04","2,42","27,50","29,68","90,58"
2019-04-02 20:00:56,"58,96","25,92","1,97","28,05","29,99","91,40"
2019-04-02 21:00:56,"57,77","23,93","1,97","25,34","26,79","90,62"
2019-04-02 22:00:56,"51,96","22,04","1,70","20,62","21,84","94,07"
2019-04-02 23:00:56,"50,77","22,90","1,77","18,19","19,33","94,15"
2019-04-03 00:00:56,"45,00","20,14","1,70","16,52","17,58","95,52"
2019-04-03 01:00:56,"45,08","23,79","1,59","13,95","14,83","97,27"
2019-04-03 02:00:56,"46,88","17,89","1,52","14,27","15,18","94,80"
2019-04-03 03:00:56,"43,92","15,00","1,37","11,70","12,51","97,27"
2019-04-03 04:00:56,"41,96","15,00","1,47","10,70","11,52","97,72"
2019-04-03 05:00:56,"40,88","14,93","1,09","10,87","11,61","95,47"
2019-04-03 06:00:56,"38,12","12,92","0,83","12,82","13,59","92,50"
2019-04-03 07:00:56,"40,80","10,89","1,07","16,84","17,77","91,97"
2019-04-03 08:00:56,"36,08","7,93","0,91","25,13","26,79","86,47"
2019-04-03 09:00:56,"38,23","6,11","1,14","32,30","35,96","78,94"
2019-04-03 10:00:56,"44,38","9,00","1,53","26,73","32,16","84,94"
2019-04-03 11:00:56,"53,58","8,89","1,44","20,72","28,36","89,78"
2019-04-03 12:00:56,"43,11","6,04","1,77","24,66","34,13","87,61"
2019-04-03 13:00:56,"46,19","7,00","2,13","26,40","38,65","81,63"
2019-04-03 14:00:56,"51,11","7,15","2,30","39,70","60,18","69,07"
2019-04-03 15:00:56,"53,92","11,11","1,26","27,06","31,72","83,29"
2019-04-03 16:00:56,"51,73","14,12","1,65","22,91","25,89","84,41"
2019-04-03 17:00:56,"45,08","17,00","1,69","23,35","26,10","85,20"
2019-04-03 18:00:56,"47,04","16,89","2,01","24,09","26,75","87,31"
2019-04-03 19:00:56,"47,96","14,15","2,02",-,-,"81,44"
2019-04-03 20:00:56,"47,08","18,04","2,13","30,30","32,46","79,56"
2019-04-03 21:00:56,"48,96","19,00","2,32","30,25","32,03","77,13"
2019-04-03 22:00:56,"47,65","18,93","1,93","24,73","26,35","84,11"
