Tarih,PM10 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 )
2019-06-01 13:00:56,-,"592,60","3,43","5,68"
2019-06-01 14:00:56,-,"621,60","4,11","6,34"
2019-06-01 15:00:56,-,"635,24","3,53","5,72"
2019-06-01 16:00:56,-,"571,88","4,17","5,10"
2019-06-01 17:00:56,-,"545,17","3,60","6,01"
2019-06-01 18:00:56,-,"568,84","3,74","6,06"
2019-06-01 19:00:56,-,"575,80","3,22","5,15"
2019-06-01 20:00:56,-,"699,61","4,43","6,56"
2019-06-01 21:00:56,-,"746,41","3,72","6,34"
2019-06-01 22:00:56,-,"642,74","3,81","6,61"
2019-06-01 23:00:56,-,"617,32","4,44","5,42"
2019-06-02 00:00:56,-,"600,70","3,14","5,67"
2019-06-02 01:00:56,-,"608,95","3,15","6,10"
2019-06-02 02:00:56,-,"639,67","3,44","5,89"
2019-06-02 03:00:56,-,"647,26","5,35","7,02"
2019-06-02 04:00:56,-,"670,61","3,75","5,36"
2019-06-02 05:00:56,-,"661,97","4,22","6,46"
2019-06-02 06:00:56,-,"656,61","4,09","5,89"
2019-06-02 07:00:56,-,"603,78","2,41","4,65"
2019-06-02 08:00:56,-,"573,18","3,87","6,24"
2019-06-02 09:00:56,-,"651,94","4,10","7,64"
2019-06-02 10:00:56,-,"679,04","3,72","5,49"
2019-06-02 11:00:56,-,"706,86","4,28","5,92"
2019-06-02 12:00:56,-,"698,67","6,68","8,45"
2019-06-02 13:00:56,-,"614,82","4,18","6,45"
2019-06-02 14:00:56,-,"657,01","4,12","5,90"
2019-06-02 15:00:56,-,"813,66","52,27","78,72"
2019-06-02 16:00:56,-,"706,54","30,11","39,46"
2019-06-02 17:00:56,-,"637,85","19,88","21,88"
2019-06-02 18:00:56,-,"593,07","8,69","11,33"
2019-06-02 19:00:56,-,"609,37","6,18","8,69"
2019-06-02 20:00:56,-,"758,87","12,43","14,23"
2019-06-02 21:00:56,-,"686,28","5,95","7,65"
2019-06-02 22:00:56,-,"682,40","39,65","39,28"
2019-06-02 23:00:56,-,"755,15","42,48","42,92"
2019-06-03 00:00:56,-,"610,38","32,25","32,87"
2019-06-03 01:00:56,-,"644,56","53,17","63,95"
2019-06-03 02:00:56,-,"759,84","69,38","117,47"
2019-06-03 03:00:56,-,"625,08","39,66","40,11"
2019-06-03 04:00:56,-,"563,37","31,36","31,89"
2019-06-03 05:00:56,-,"591,67","31,88","31,83"
2019-06-03 06:00:56,-,"611,47","24,29","26,10"
2019-06-03 07:00:56,-,"626,25","16,91","20,64"
2019-06-03 08:00:56,-,"698,76","18,08","26,93"
2019-06-03 09:00:56,-,"872,27","41,73","67,32"
2019-06-03 10:00:56,-,"583,17","38,42","43,38"
2019-06-03 11:00:56,-,"599,60","22,94","25,85"
2019-06-03 12:00:56,-,"624,27","15,98","18,19"
2019-06-03 13:00:56,-,"582,16","12,39","14,68"
2019-06-03 14:00:56,-,"625,66","15,24","17,41"
2019-06-03 15:00:56,-,"675,59","19,55","22,04"
2019-06-03 16:00:56,-,"587,86","9,99","11,50"
2019-06-03 17:00:56,-,"578,90","9,48","11,31"
2019-06-03 18:00:56,-,"646,76","7,93","10,15"
2019-06-03 19:00:56,-,"584,75","7,32","9,36"
2019-06-03 20:00:56,-,"619,23","6,03","7,96"
2019-06-03 21:00:56,-,"719,05","5,63","7,73"
2019-06-03 22:00:56,-,"730,53","4,69","7,04"
2019-06-03 23:00:56,-,"761,12","4,56","5,60"
2019-06-04 00:00:56,-,"752,62","7,82","9,55"
2019-06-04 01:00:56,-,"634,80","5,99","8,33"
2019-06-04 02:00:56,-,"681,21","13,03","15,60"
2019-06-04 03:00:56,-,"824,27","94,66","117,55"
2019-06-04 04:00:56,-,"902,48","72,88","88,07"
2019-06-04 05:00:56,-,"696,62","34,38","35,70"
2019-06-04 06:00:56,-,"720,68","47,81","47,34"
2019-06-04 07:00:56,-,"592,31","33,04","34,92"
2019-06-04 08:00:56,-,"449,19","23,36","26,38"
2019-06-04 09:00:56,-,"447,38","25,58","31,01"
2019-06-04 10:00:56,-,"424,90","25,31","30,01"
2019-06-04 11:00:56,-,"392,36","22,53","28,74"
2019-06-04 12:00:56,-,"369,45","16,46","19,72"
2019-06-04 13:00:56,-,"525,48","9,75","12,02"
2019-06-04 14:00:56,-,"637,29","8,28","10,98"
2019-06-04 15:00:56,-,"639,51","7,52","10,24"
2019-06-04 16:00:56,-,"632,52","9,01","10,76"
2019-06-04 17:00:56,-,"600,16","5,97","8,13"
2019-06-04 18:00:56,-,"627,46","4,91","7,11"
2019-06-04 19:00:56,-,"614,21","5,73","8,50"
2019-06-04 20:00:56,-,"674,04","10,71","12,18"
2019-06-04 21:00:56,-,"798,87","26,47","27,43"
2019-06-04 22:00:56,-,"845,36","34,62","34,62"
2019-06-04 23:00:56,-,"740,91","45,93","45,10"
2019-06-05 00:00:56,-,"674,25","33,28","33,71"
2019-06-05 01:00:56,-,"575,94","24,57","26,14"
2019-06-05 02:00:56,-,"559,11","18,09","19,56"
2019-06-05 03:00:56,-,"559,29","16,76","17,80"
2019-06-05 04:00:56,-,"535,10","18,42","19,35"
2019-06-05 05:00:56,-,"558,31","24,00","24,64"
2019-06-05 06:00:56,-,"639,59","31,18","31,87"
2019-06-05 07:00:56,-,"604,60","31,82","35,78"
2019-06-05 08:00:56,-,"588,52","22,95","29,09"
2019-06-05 09:00:56,-,"625,61","17,91","20,60"
2019-06-05 10:00:56,-,"624,28","13,60","17,28"
2019-06-05 11:00:56,-,"523,68","35,37","43,97"
2019-06-05 12:00:56,-,"477,32","25,45","31,07"
2019-06-05 13:00:56,-,"574,09","23,04","27,71"
2019-06-05 14:00:56,-,"722,14","22,04","25,13"
2019-06-05 15:00:56,-,"715,94","26,58","29,71"
2019-06-05 16:00:56,-,"627,04","24,67","27,68"
2019-06-05 17:00:56,-,"567,22","5,54","8,10"
2019-06-05 18:00:56,-,"547,61","2,99","5,36"
2019-06-05 19:00:56,-,"584,85","2,24","5,63"
2019-06-05 20:00:56,-,"664,31","3,63","6,51"
2019-06-05 21:00:56,-,"740,34","3,85","5,03"
2019-06-05 22:00:56,-,"757,32","4,63","6,45"
2019-06-05 23:00:56,-,"709,63","6,35","7,70"
2019-06-06 00:00:56,-,"648,90","6,37","8,67"
2019-06-06 01:00:56,-,"564,41","4,74","6,73"
2019-06-06 02:00:56,-,"559,80","4,86","6,65"
2019-06-06 03:00:56,-,"560,31","4,79","6,59"
2019-06-06 04:00:56,-,"571,84","3,82","5,96"
2019-06-06 05:00:56,-,"613,34","2,94","5,05"
2019-06-06 06:00:56,-,"664,11","7,99","9,84"
2019-06-06 07:00:56,-,"619,25","18,58","20,81"
2019-06-06 08:00:56,-,"608,20","9,58","12,05"
2019-06-06 09:00:56,-,"730,66","26,57","35,92"
2019-06-06 10:00:56,-,"796,40","59,27","84,12"
2019-06-06 11:00:56,-,"598,04","24,60","30,00"
2019-06-06 12:00:56,-,"607,06","37,92","47,05"
2019-06-06 13:00:56,-,"552,86","17,32","20,61"
2019-06-06 14:00:56,-,"571,63","5,50","6,94"
2019-06-06 15:00:56,-,"542,62","12,74","16,29"
2019-06-06 16:00:56,-,"466,10","3,11","5,03"
2019-06-06 17:00:56,-,"450,26","2,99","5,62"
2019-06-06 18:00:56,-,"468,74","2,50","5,39"
2019-06-06 19:00:56,-,"585,25","3,45","4,97"
2019-06-06 20:00:56,-,"703,62","2,14","4,56"
2019-06-06 21:00:56,-,"832,46","3,51","5,65"
2019-06-06 22:00:56,-,"794,74","4,99","7,98"
2019-06-06 23:00:56,-,"795,79","6,94","8,57"
2019-06-07 00:00:56,-,"737,12","5,45","7,84"
2019-06-07 01:00:56,-,"618,13","6,87","8,60"
2019-06-07 02:00:56,-,"577,07","6,84","8,15"
2019-06-07 03:00:56,-,"577,70","5,56","7,90"
2019-06-07 04:00:56,-,"537,56","3,79","6,23"
2019-06-07 05:00:56,-,"524,46","3,53","5,45"
2019-06-07 06:00:56,-,"551,17","4,18","6,23"
2019-06-07 07:00:56,-,"356,15","7,90","11,07"
2019-06-07 08:00:56,-,"96,71","6,05","8,17"
2019-06-07 09:00:56,-,"113,29","4,83","7,68"
2019-06-07 10:00:56,-,-,"13,40","18,56"
2019-06-07 11:00:56,-,-,"3,09","5,41"
2019-06-07 12:00:56,-,-,"6,61","9,43"
2019-06-07 13:00:56,-,"454,89","4,74","8,06"
2019-06-07 14:00:56,-,"611,69","3,60","6,62"
2019-06-07 15:00:56,-,"602,71","2,74","4,63"
2019-06-07 16:00:56,-,"614,23","2,99","4,68"
2019-06-07 17:00:56,-,"610,66","3,14","5,95"
2019-06-07 18:00:56,-,"589,00","3,77","5,80"
2019-06-07 19:00:56,-,"564,85","2,83","5,50"
2019-06-07 20:00:56,-,"514,19","2,23","4,21"
2019-06-07 21:00:56,-,"678,22","2,11","4,74"
2019-06-07 22:00:56,-,"731,35","3,33","5,54"
2019-06-07 23:00:56,-,"669,10","5,22","8,66"
2019-06-08 00:00:56,-,"646,43","4,95","6,71"
2019-06-08 01:00:56,-,"588,60","2,50","5,12"
2019-06-08 02:00:56,-,"583,97","2,57","5,34"
2019-06-08 03:00:56,-,"592,56","3,77","6,13"
2019-06-08 04:00:56,-,"574,42","2,13","4,91"
2019-06-08 05:00:56,-,"557,59","2,89","4,96"
2019-06-08 06:00:56,-,"571,52","2,07","4,29"
2019-06-08 07:00:56,-,"602,08","2,94","5,03"
2019-06-08 08:00:56,-,"637,14","3,19","5,45"
2019-06-08 09:00:56,-,"694,32","1,97","5,58"
2019-06-08 10:00:56,-,"741,10","2,56","5,14"
2019-06-08 11:00:56,-,"649,36","2,49","5,67"
2019-06-08 12:00:56,-,"692,12","10,80","14,41"
2019-06-08 13:00:56,-,"617,16","15,89","18,61"
2019-06-08 14:00:56,-,"508,74","4,85","7,98"
2019-06-08 15:00:56,-,"514,44","3,16","6,36"
2019-06-08 16:00:56,-,"481,98","3,70","6,35"
2019-06-08 17:00:56,-,"542,14","1,68","3,94"
2019-06-08 18:00:56,-,"553,53","2,46","4,64"
2019-06-08 19:00:56,-,"588,57","3,01","5,15"
2019-06-08 20:00:56,-,"589,02","2,56","5,83"
2019-06-08 21:00:56,-,"700,74","2,67","4,62"
2019-06-08 22:00:56,-,"796,66","5,99","7,85"
2019-06-08 23:00:56,-,"684,48","4,92","6,92"
2019-06-09 00:00:56,-,"587,67","4,17","7,04"
2019-06-09 01:00:56,-,"583,21","4,18","5,98"
2019-06-09 02:00:56,-,"574,64","3,70","5,48"
2019-06-09 03:00:56,-,"604,36","5,76","7,96"
2019-06-09 04:00:56,-,"567,58","3,70","6,10"
2019-06-09 05:00:56,-,"588,19","3,05","4,95"
2019-06-09 06:00:56,-,"570,13","3,56","5,10"
2019-06-09 07:00:56,-,"592,65","4,64","6,51"
2019-06-09 08:00:56,-,"637,31","3,61","6,11"
2019-06-09 09:00:56,-,"658,39","2,80","4,83"
2019-06-09 10:00:56,-,"653,47","2,51","4,47"
2019-06-09 11:00:56,-,"559,99","1,74","4,53"
2019-06-09 12:00:56,-,"555,50","2,11","4,88"
2019-06-09 13:00:56,-,"598,41","2,43","3,53"
2019-06-09 14:00:56,-,"596,83","1,85","4,57"
2019-06-09 15:00:56,-,"574,23","2,22","4,43"
2019-06-09 16:00:56,-,"596,78","2,63","4,93"
2019-06-09 17:00:56,-,"580,22","2,98","6,51"
2019-06-09 18:00:56,-,"569,83","2,08","5,54"
2019-06-09 19:00:56,-,"621,09","1,98","4,21"
2019-06-09 20:00:56,-,"618,13","3,39","5,86"
2019-06-09 21:00:56,-,"694,32","2,82","5,03"
2019-06-09 22:00:56,-,"746,13","2,65","4,89"
2019-06-09 23:00:56,-,"716,96","2,24","5,61"
2019-06-10 00:00:56,-,"678,51","2,42","4,40"
2019-06-10 01:00:56,-,"583,95","1,66","3,76"
2019-06-10 02:00:56,-,"529,43","1,82","2,76"
2019-06-10 03:00:56,-,"525,50","2,33","3,98"
2019-06-10 04:00:56,-,"523,55","0,66","2,46"
2019-06-10 05:00:56,-,"518,41","1,24","2,34"
2019-06-10 06:00:56,-,"533,41","1,90","4,41"
2019-06-10 07:00:56,-,"591,34","1,80","4,10"
2019-06-10 08:00:56,-,"637,78","1,59","5,05"
2019-06-10 09:00:56,-,"668,43","1,74","4,02"
2019-06-10 10:00:56,-,"709,17","2,04","4,42"
2019-06-10 11:00:56,-,"729,62","3,17","5,35"
2019-06-10 12:00:56,-,"646,60","3,50","5,90"
2019-06-10 13:00:56,-,"605,29","2,61","4,96"
2019-06-10 14:00:56,-,"621,69","2,16","5,61"
2019-06-10 15:00:56,-,"614,92","2,18","5,03"
2019-06-10 16:00:56,-,"623,07","1,98","5,07"
2019-06-10 17:00:56,-,"625,19","1,80","4,32"
2019-06-10 18:00:56,-,"614,86","2,29","4,18"
2019-06-10 19:00:56,-,"604,60","2,11","5,02"
2019-06-10 20:00:56,-,"576,17","2,31","4,64"
2019-06-10 21:00:56,-,"672,16","1,93","4,66"
2019-06-10 22:00:56,-,"665,68","2,19","4,93"
2019-06-10 23:00:56,-,"639,71","4,01","6,47"
2019-06-11 00:00:56,-,"616,89","3,65","5,55"
2019-06-11 01:00:56,-,"620,17","2,68","5,05"
2019-06-11 02:00:56,-,"619,54","2,50","4,96"
2019-06-11 03:00:56,-,"634,69","3,38","5,90"
2019-06-11 04:00:56,-,"647,40","3,08","4,96"
2019-06-11 05:00:56,-,"641,77","1,53","4,61"
2019-06-11 06:00:56,-,"654,18","3,54","6,12"
2019-06-11 07:00:56,-,"596,44","4,51","6,31"
2019-06-11 08:00:56,-,"599,07","5,80","8,22"
2019-06-11 09:00:56,-,"662,61","7,24","8,76"
2019-06-11 10:00:56,-,"652,54","4,67","7,47"
2019-06-11 11:00:56,-,"705,30","5,14","7,21"
2019-06-11 12:00:56,-,"669,22","6,20","8,70"
2019-06-11 13:00:56,-,"651,88","14,35","19,15"
2019-06-11 14:00:56,-,"738,06","31,77","38,17"
2019-06-11 15:00:56,-,"673,68","22,82","26,06"
2019-06-11 16:00:56,-,"691,33","22,00","24,88"
2019-06-11 17:00:56,-,"623,97","3,27","5,22"
2019-06-11 18:00:56,-,"660,87","2,01","4,02"
2019-06-11 19:00:56,-,"633,35","2,83","4,92"
2019-06-11 20:00:56,-,"627,38","2,12","4,52"
2019-06-11 21:00:56,-,"626,25","2,03","5,40"
2019-06-11 22:00:56,-,"591,80","3,38","5,06"
2019-06-11 23:00:56,-,"578,44","2,69","4,41"
2019-06-12 00:00:56,-,"558,32","2,87","4,62"
2019-06-12 01:00:56,-,"607,49","2,77","5,05"
2019-06-12 02:00:56,-,"612,75","3,06","5,56"
2019-06-12 03:00:56,-,"656,27","4,54","7,29"
2019-06-12 04:00:56,-,"599,24","5,93","7,87"
2019-06-12 05:00:56,-,"616,83","7,08","8,18"
2019-06-12 06:00:56,-,"656,26","7,15","8,74"
2019-06-12 07:00:56,-,"621,10","21,70","26,71"
2019-06-12 08:00:56,-,"712,99","28,14","36,86"
2019-06-12 09:00:56,-,"648,81","25,98","29,95"
2019-06-12 10:00:56,-,"704,07","47,05","55,18"
2019-06-12 11:00:56,-,"666,44","39,95","48,46"
2019-06-12 12:00:56,-,"625,19","42,82","49,14"
2019-06-12 13:00:56,-,"529,73","31,97","34,69"
2019-06-12 14:00:56,-,"433,92","29,65","39,99"
2019-06-12 15:00:56,-,"545,40","68,13","97,65"
2019-06-12 16:00:56,-,"555,46","61,60","82,38"
2019-06-12 17:00:56,-,"562,34","41,18","46,72"
2019-06-12 18:00:56,-,"571,43","66,09","85,56"
2019-06-12 19:00:56,-,"548,84","81,97","101,71"
2019-06-12 20:00:56,-,"630,51","102,08","131,96"
2019-06-12 21:00:56,-,"599,76","51,21","49,92"
2019-06-12 22:00:56,-,"613,12","61,70","59,87"
2019-06-12 23:00:56,-,"582,38","53,41","53,07"
2019-06-13 00:00:56,-,"637,21","55,02","55,14"
2019-06-13 01:00:56,-,"628,42","51,80","52,64"
2019-06-13 02:00:56,-,"562,72","41,55","40,98"
2019-06-13 03:00:56,-,"609,02","35,62","36,55"
2019-06-13 04:00:56,-,"564,07","30,70","31,59"
2019-06-13 05:00:56,-,"511,96","24,48","25,14"
2019-06-13 06:00:56,-,"486,09","29,44","29,36"
2019-06-13 07:00:56,-,"552,08","29,70","31,94"
2019-06-13 08:00:56,-,"399,28","38,55","50,37"
2019-06-13 09:00:56,-,"354,48","41,21","57,02"
2019-06-13 10:00:56,-,"338,90","32,63","40,44"
2019-06-13 11:00:56,-,"320,29","20,96","26,21"
2019-06-13 12:00:56,-,"307,60","24,86","30,79"
2019-06-13 13:00:56,-,"551,47","21,46","26,17"
2019-06-13 14:00:56,-,"601,18","21,59","25,70"
2019-06-13 15:00:56,-,"606,12","27,40","30,13"
2019-06-13 16:00:56,-,"561,46","41,75","43,29"
2019-06-13 17:00:56,-,"532,62","20,74","21,46"
2019-06-13 18:00:56,-,"490,71","6,24","9,27"
2019-06-13 19:00:56,-,"599,07","5,09","7,47"
2019-06-13 20:00:56,-,"663,42","5,66","7,59"
2019-06-13 21:00:56,-,"616,80","5,63","8,19"
2019-06-13 22:00:56,-,"690,10","4,44","7,04"
2019-06-13 23:00:56,-,"705,21","4,74","6,47"
2019-06-14 00:00:56,-,"615,76","7,33","9,81"
2019-06-14 01:00:56,-,"636,07","7,23","8,61"
2019-06-14 02:00:56,-,"690,04","6,35","8,99"
2019-06-14 03:00:56,-,"665,39","4,20","6,76"
2019-06-14 04:00:56,-,"661,32","3,46","5,19"
2019-06-14 05:00:56,-,"635,08","3,80","6,08"
2019-06-14 06:00:56,-,"671,17","3,18","6,18"
2019-06-14 07:00:56,-,"588,32","2,95","5,00"
2019-06-14 08:00:56,-,"592,98","13,13","16,10"
2019-06-14 09:00:56,-,"671,85","31,02","38,39"
2019-06-14 10:00:56,-,"618,86","19,48","25,09"
2019-06-14 11:00:56,-,"573,39","23,18","26,96"
2019-06-14 12:00:56,-,"551,31","3,39","6,45"
2019-06-14 13:00:56,-,"577,54","2,48","4,53"
2019-06-14 14:00:56,-,"608,70","2,72","5,58"
2019-06-14 15:00:56,-,"631,94","4,34","6,38"
2019-06-14 16:00:56,-,"627,65","2,91","5,95"
2019-06-14 17:00:56,-,"601,45","4,17","6,82"
2019-06-14 18:00:56,-,"586,44","3,75","5,82"
2019-06-14 19:00:56,-,"577,60","3,83","6,69"
2019-06-14 20:00:56,-,"559,31","4,02","5,36"
2019-06-14 21:00:56,-,"647,21","3,32","5,89"
2019-06-14 22:00:56,-,"699,51","4,61","6,56"
2019-06-14 23:00:56,-,"624,25","5,60","7,84"
2019-06-15 00:00:56,-,"562,11","4,59","6,07"
2019-06-15 01:00:56,-,"600,16","3,83","6,26"
2019-06-15 02:00:56,-,"634,19","4,67","6,85"
2019-06-15 03:00:56,-,"621,51","2,77","5,14"
2019-06-15 04:00:56,-,"615,53","3,08","5,54"
2019-06-15 05:00:56,-,"598,36","3,30","6,36"
2019-06-15 06:00:56,-,"590,96","3,71","6,37"
2019-06-15 07:00:56,-,"585,08","3,02","5,40"
2019-06-15 08:00:56,-,"563,71","2,94","5,60"
2019-06-15 09:00:56,-,"510,98","4,63","8,57"
2019-06-15 10:00:56,-,"596,64","10,98","14,28"
2019-06-15 11:00:56,-,"725,56","27,33","35,66"
2019-06-15 12:00:56,-,"794,03","48,97","60,99"
2019-06-15 13:00:56,-,"603,64","23,56","27,59"
2019-06-15 14:00:56,-,"471,44","2,88","4,18"
2019-06-15 15:00:56,-,"481,10","11,82","14,73"
2019-06-15 16:00:56,-,"495,04","19,88","23,10"
2019-06-15 17:00:56,-,"471,96","3,28","5,46"
2019-06-15 18:00:56,-,"475,31","2,44","5,45"
2019-06-15 19:00:56,-,"510,78","3,23","5,22"
2019-06-15 20:00:56,-,"452,19","3,09","5,85"
2019-06-15 21:00:56,-,"464,76","2,25","4,47"
2019-06-15 22:00:56,-,"541,41","3,67","6,45"
2019-06-15 23:00:56,-,"470,54","3,15","5,47"
2019-06-16 00:00:56,-,"470,62","3,58","5,53"
2019-06-16 01:00:56,-,"551,19","2,73","5,09"
2019-06-16 02:00:56,-,"570,51","2,32","4,71"
2019-06-16 03:00:56,-,"571,93","2,82","6,10"
2019-06-16 04:00:56,-,"574,42","3,10","5,57"
2019-06-16 05:00:56,-,"562,18","3,61","5,43"
2019-06-16 06:00:56,-,"567,93","3,18","5,05"
2019-06-16 07:00:56,-,"596,62","4,47","6,41"
2019-06-16 08:00:56,-,"590,17","3,88","7,60"
2019-06-16 09:00:56,-,"642,01","5,43","8,79"
2019-06-16 10:00:56,-,"613,83","4,82","7,15"
2019-06-16 11:00:56,-,"681,98","19,89","24,64"
2019-06-16 12:00:56,-,"757,84","27,75","32,30"
2019-06-16 13:00:56,-,"624,45","20,53","24,07"
2019-06-16 14:00:56,-,"612,90","16,24","20,02"
2019-06-16 15:00:56,-,"523,93","7,27","9,12"
2019-06-16 16:00:56,-,"489,65","7,95","9,92"
2019-06-16 17:00:56,-,"394,71","2,99","4,45"
2019-06-16 18:00:56,-,"327,13","3,07","6,18"
2019-06-16 19:00:56,-,"551,49","3,04","5,84"
2019-06-16 20:00:56,-,"646,90","2,66","4,12"
2019-06-16 21:00:56,-,"631,05","2,62","4,73"
2019-06-16 22:00:56,-,"652,41","3,02","5,26"
2019-06-16 23:00:56,-,"720,56","2,35","4,24"
2019-06-17 00:00:56,-,"684,80","2,70","4,89"
2019-06-17 01:00:56,-,"579,10","3,05","5,51"
2019-06-17 02:00:56,-,"531,55","1,82","4,75"
2019-06-17 03:00:56,-,"536,03","2,30","4,74"
2019-06-17 04:00:56,-,"535,44","2,38","4,76"
2019-06-17 05:00:56,-,"545,12","2,02","3,70"
2019-06-17 06:00:56,-,"558,67","2,06","4,21"
2019-06-17 07:00:56,-,"598,25","2,53","5,29"
2019-06-17 08:00:56,-,"720,06","2,19","4,49"
2019-06-17 09:00:56,-,"708,35","3,49","6,85"
2019-06-17 10:00:56,-,"666,99","3,63","5,87"
2019-06-17 11:00:56,-,"683,38","2,82","4,96"
2019-06-17 12:00:56,-,"731,26","17,79","22,04"
2019-06-17 13:00:56,-,"626,03","15,86","19,15"
2019-06-17 14:00:56,-,"587,52","7,69","10,80"
2019-06-17 15:00:56,-,"506,89","7,48","9,35"
2019-06-17 16:00:56,-,"366,08","3,25","6,76"
2019-06-17 17:00:56,-,"471,79","2,65","5,01"
2019-06-17 18:00:56,-,"485,37","1,96","4,73"
2019-06-17 19:00:56,-,"606,88","2,39","4,71"
2019-06-17 20:00:56,-,"649,28","2,10","4,01"
2019-06-17 21:00:56,-,"781,10","2,31","3,46"
2019-06-17 22:00:56,-,"781,10","2,46","5,30"
2019-06-17 23:00:56,-,"795,10","2,69","5,57"
2019-06-18 00:00:56,-,"732,31","2,91","4,03"
2019-06-18 01:00:56,-,"657,61","2,32","4,69"
2019-06-18 02:00:56,-,"603,35","2,66","5,95"
2019-06-18 03:00:56,-,"616,73","2,07","3,95"
2019-06-18 04:00:56,-,"618,66","1,89","4,22"
2019-06-18 05:00:56,-,"630,58","3,26","5,31"
2019-06-18 06:00:56,-,"671,08","3,98","5,65"
2019-06-18 07:00:56,-,"595,72","4,18","6,55"
2019-06-18 08:00:56,-,"645,94","2,75","5,11"
2019-06-18 09:00:56,-,"680,65","2,78","5,52"
2019-06-18 10:00:56,-,"611,63","1,85","4,72"
2019-06-18 11:00:56,-,"644,73","1,85","4,81"
2019-06-18 12:00:56,-,"656,63","1,54","4,45"
2019-06-18 13:00:56,-,"602,06","7,02","9,84"
2019-06-18 14:00:56,-,"374,74","27,42","29,95"
2019-06-18 15:00:56,-,"239,34","4,00","6,35"
2019-06-18 16:00:56,-,"572,12","3,37","5,34"
2019-06-18 17:00:56,-,"580,24","2,76","4,42"
2019-06-18 18:00:56,-,"582,02","2,35","5,67"
2019-06-18 19:00:56,-,"604,32","2,22","4,64"
2019-06-18 20:00:56,-,"600,13","2,74","5,68"
2019-06-18 21:00:56,-,"582,31","3,07","5,19"
2019-06-18 22:00:56,-,"578,90","2,59","4,98"
2019-06-18 23:00:56,-,"560,00","4,25","5,88"
2019-06-19 00:00:56,-,"512,74","3,33","5,10"
2019-06-19 01:00:56,-,"636,28","2,48","4,59"
2019-06-19 02:00:56,-,"695,77","2,46","5,03"
2019-06-19 03:00:56,-,"693,11","2,25","4,38"
2019-06-19 04:00:56,-,"683,72","2,74","4,85"
2019-06-19 05:00:56,-,"700,71","3,28","5,90"
2019-06-19 06:00:56,-,"688,87","2,39","5,35"
2019-06-19 07:00:56,-,"660,53","6,80","9,57"
2019-06-19 08:00:56,-,"576,47","2,56","5,43"
2019-06-19 09:00:56,-,"654,69","4,29","6,83"
2019-06-19 10:00:56,-,-,"6,28","8,66"
2019-06-19 11:00:56,-,-,"16,85","21,30"
2019-06-19 12:00:56,-,"635,84",-,-
2019-06-19 13:00:56,-,"584,54","5,41","8,55"
2019-06-19 14:00:56,-,"934,28","6,21","8,77"
2019-06-19 15:00:56,-,"921,20","2,73","4,74"
2019-06-19 16:00:56,-,"956,64","2,41","4,50"
2019-06-19 17:00:56,-,"979,94","11,10","13,65"
2019-06-19 18:00:56,-,"987,92","12,39","14,58"
2019-06-19 19:00:56,-,"698,78","6,23","8,90"
2019-06-19 20:00:56,-,"566,37","7,41","9,36"
2019-06-19 21:00:56,-,"588,89","6,77","9,33"
2019-06-19 22:00:56,-,"560,33","8,04","9,69"
2019-06-19 23:00:56,-,"574,44","5,53","6,89"
2019-06-20 00:00:56,-,"610,60","3,06","6,55"
2019-06-20 01:00:56,-,"612,37","2,74","5,30"
2019-06-20 02:00:56,-,"606,66","4,02","6,71"
2019-06-20 03:00:56,-,"609,53","3,31","5,84"
2019-06-20 04:00:56,-,"605,74","3,39","5,19"
2019-06-20 05:00:56,-,"596,26","4,41","5,10"
2019-06-20 06:00:56,-,"605,57","7,54","9,04"
2019-06-20 07:00:56,-,"609,82","16,37","19,49"
2019-06-20 08:00:56,-,"557,18","6,33","9,32"
2019-06-20 09:00:56,-,"559,01","18,02","20,35"
2019-06-20 10:00:56,-,"522,46","7,35","9,57"
2019-06-20 11:00:56,-,"524,11","6,41","9,43"
2019-06-20 12:00:56,-,"551,95","5,97","8,15"
2019-06-20 13:00:56,-,"586,71","16,36","20,79"
2019-06-20 14:00:56,-,"565,37","10,02","12,54"
2019-06-20 15:00:56,-,"601,55","12,26","15,38"
2019-06-20 16:00:56,-,"737,63","65,40","92,00"
2019-06-20 17:00:56,-,"811,48","67,78","93,92"
2019-06-20 18:00:56,-,"827,13","69,26","77,78"
2019-06-20 19:00:56,-,"647,82","73,81","76,87"
2019-06-20 20:00:56,-,"612,38","88,43","89,89"
2019-06-20 21:00:56,-,"707,33","91,60","91,64"
2019-06-20 22:00:56,-,"694,12","71,25","70,70"
2019-06-20 23:00:56,-,"553,86","24,50","25,92"
2019-06-21 00:00:56,-,"444,65","14,61","16,61"
2019-06-21 01:00:56,-,"570,15","9,43","10,44"
2019-06-21 02:00:56,-,"610,43","5,66","8,24"
2019-06-21 03:00:56,-,"636,14","8,04","10,08"
2019-06-21 04:00:56,-,"608,57","4,39","6,04"
2019-06-21 05:00:56,-,"637,83","3,00","6,49"
2019-06-21 06:00:56,-,"629,75","5,38","7,03"
2019-06-21 07:00:56,-,"615,50","4,36","7,14"
2019-06-21 08:00:56,-,"768,30","25,44","36,91"
2019-06-21 09:00:56,-,"931,67","50,35","87,91"
2019-06-21 10:00:56,-,"743,03","25,11","29,75"
2019-06-21 11:00:56,-,"806,22","54,27","63,44"
2019-06-21 12:00:56,-,"620,82","10,88","12,75"
2019-06-21 13:00:56,-,"547,56","38,27","50,31"
